marital_status,age,gender,Race,Income,education_level
Married,61,Female,Other,40000,High_School
Married,67,Female,White,12000,High_School
Married,42,Female,White,7200,Below_High_School
Not_Married,43,Female,Black,100000,Bachelor
Married,52,Male,Other,2300,High_School
Married,39,Male,Other,200000,Above_Bachelor
Not_Married,29,Male,White,32000,Some_College
Married,62,Male,White,140000,High_School
Married,59,Female,White,9600,High_School
Not_Married,33,Male,White,200000,Bachelor
Married,55,Male,White,147700,Bachelor
Married,71,Female,White,14400,High_School
Not_Married,48,Male,White,8800,High_School
Not_Married,30,Female,White,44000,High_School
Married,46,Male,White,190000,Above_Bachelor
Married,63,Male,White,105000,Bachelor
Married,77,Female,Other,40000,Above_Bachelor
Married,37,Female,White,35000,Bachelor
Not_Married,22,Male,Other,0,High_School
Not_Married,19,Male,White,0,High_School
Married,63,Male,White,234000,Bachelor
Married,56,Male,White,103800,High_School
Not_Married,41,Male,White,32000,Some_College
Married,73,Female,White,2400,High_School
Married,83,Female,White,1500,High_School
Married,83,Female,White,3600,High_School
Not_Married,24,Male,Asian,0,Bachelor
Married,43,Male,White,70000,Above_Bachelor
Married,63,Male,Asian,180000,Above_Bachelor
Married,63,Male,White,23000,High_School
Married,61,Male,White,10000,High_School
Married,24,Female,Asian,35000,Some_College
Married,43,Female,White,100000,Above_Bachelor
Married,34,Male,White,85000,Above_Bachelor
Married,67,Male,White,31400,Some_College
Not_Married,82,Male,White,24000,High_School
Not_Married,84,Female,White,18000,High_School
Not_Married,31,Female,Other,125000,Bachelor
Married,35,Male,White,32200,High_School
Married,61,Female,White,12000,Above_Bachelor
Married,57,Male,White,57000,Some_College
Married,60,Female,Other,72000,High_School
Married,77,Female,White,0,Bachelor
Married,80,Female,Black,12600,High_School
Married,69,Male,White,78000,Above_Bachelor
Married,56,Male,Black,50000,Some_College
Married,75,Male,White,30000,Bachelor
Married,29,Male,White,85000,Bachelor
Married,57,Male,White,18900,Below_High_School
Married,54,Male,Asian,50000,Bachelor
Married,82,Male,White,53900,Above_Bachelor
Married,43,Female,Black,198100,Bachelor
Married,49,Female,White,50000,High_School
Not_Married,41,Male,Other,39600,High_School
Not_Married,20,Male,Black,24000,High_School
Married,41,Male,White,81000,Above_Bachelor
Not_Married,32,Male,Other,95000,Bachelor
Married,43,Female,Asian,0,Bachelor
Married,56,Female,Other,120100,Bachelor
Not_Married,28,Female,White,1500,Bachelor
Married,68,Female,White,75000,High_School
Not_Married,31,Female,Black,900,High_School
Married,34,Male,Other,140000,Bachelor
Married,69,Female,Asian,0,High_School
Married,60,Female,White,70000,Some_College
Married,48,Male,Other,60000,Bachelor
Married,62,Female,White,70000,High_School
Married,46,Female,White,375000,Above_Bachelor
Married,47,Male,White,300000,Some_College
Married,45,Female,White,0,High_School
Not_Married,28,Male,White,172600,Bachelor
Married,87,Male,White,40200,Above_Bachelor
Married,68,Male,White,71000,Above_Bachelor
Married,72,Female,White,15600,High_School
Not_Married,48,Male,White,51000,High_School
Married,62,Male,White,488400,Bachelor
Married,56,Female,White,12000,High_School
Married,21,Male,Other,0,High_School
Married,37,Female,White,0,High_School
Married,49,Female,White,87000,Bachelor
Married,61,Male,Other,34000,High_School
Not_Married,18,Female,White,24300,Below_High_School
Married,26,Female,White,44200,Some_College
Married,67,Female,White,10000,High_School
Married,69,Female,White,24000,Bachelor
Not_Married,68,Female,Asian,0,Above_Bachelor
Married,51,Male,Other,167000,Bachelor
Married,43,Male,White,93000,Some_College
Not_Married,45,Male,White,37000,Some_College
Married,43,Female,Other,70000,Bachelor
Married,30,Male,White,33300,High_School
Married,43,Female,White,25000,Bachelor
Married,75,Male,White,52600,Some_College
Not_Married,17,Male,White,9000,Below_High_School
Not_Married,46,Female,White,45000,Above_Bachelor
Married,56,Male,White,0,Some_College
Not_Married,57,Male,White,125000,High_School
Married,70,Female,White,56000,Some_College
Married,69,Female,White,9500,High_School
Married,81,Male,White,136200,Bachelor
Married,38,Male,White,100000,High_School
Married,84,Female,White,30400,High_School
Married,87,Male,White,36000,Some_College
Not_Married,33,Male,White,75000,Some_College
Married,28,Male,White,78000,Bachelor
Married,66,Female,White,10680,High_School
Married,80,Male,White,25600,High_School
Married,63,Female,White,35000,Some_College
Married,65,Male,Asian,133000,Above_Bachelor
Married,67,Female,White,19200,High_School
Married,48,Male,Asian,200000,Above_Bachelor
Married,47,Male,Other,0,High_School
Married,42,Male,Other,54000,Below_High_School
Not_Married,26,Female,White,0,Some_College
Not_Married,39,Female,Black,53000,Above_Bachelor
Married,48,Male,White,62000,High_School
Married,43,Female,White,25700,Bachelor
Not_Married,20,Male,Other,40000,High_School
Married,43,Male,White,50000,Above_Bachelor
Not_Married,35,Female,White,32200,Bachelor
Married,34,Female,White,30000,Above_Bachelor
Married,40,Female,Other,13000,Bachelor
Married,60,Female,Other,47700,Bachelor
Married,78,Male,White,12200,Bachelor
Married,70,Female,White,14000,High_School
Not_Married,25,Female,White,65000,Above_Bachelor
Married,28,Male,White,75000,Some_College
Not_Married,25,Male,White,20000,Some_College
Married,38,Female,White,0,Some_College
Not_Married,22,Male,Other,23000,Some_College
Not_Married,37,Female,Asian,13600,High_School
Married,65,Female,White,9600,High_School
Married,58,Female,White,70000,Above_Bachelor
Not_Married,69,Female,White,27310,Above_Bachelor
Married,60,Female,White,20000,High_School
Married,40,Male,Black,10000,High_School
Not_Married,18,Female,Asian,0,High_School
Married,57,Female,White,15000,High_School
Married,75,Female,Other,131600,Some_College
Not_Married,36,Male,White,33600,Above_Bachelor
Not_Married,24,Female,Other,24000,High_School
Not_Married,26,Female,White,27000,High_School
Not_Married,23,Female,White,4800,Bachelor
Not_Married,28,Female,White,15000,High_School
Married,62,Male,White,7900,High_School
Not_Married,20,Female,White,5000,Some_College
Married,56,Male,Other,19000,High_School
Married,37,Male,White,146900,Bachelor
Married,39,Female,White,8700,Some_College
Not_Married,24,Male,Other,6200,High_School
Married,92,Female,White,36000,High_School
Married,76,Female,White,5900,High_School
Married,50,Female,Asian,65000,Bachelor
Married,48,Male,White,154000,Above_Bachelor
Married,52,Male,White,59000,Bachelor
Not_Married,22,Female,White,1000,Some_College
Married,73,Female,Other,17600,High_School
Not_Married,38,Male,Other,8500,High_School
Married,67,Male,Asian,50000,High_School
Married,62,Female,Other,153000,Above_Bachelor
Not_Married,37,Male,White,35000,High_School
Not_Married,35,Male,White,66000,Above_Bachelor
Married,62,Female,White,50000,High_School
Not_Married,52,Male,White,0,High_School
Not_Married,62,Male,White,25000,High_School
Married,55,Male,White,200000,Some_College
Not_Married,22,Male,White,43600,High_School
Not_Married,52,Male,White,11400,Below_High_School
Married,41,Male,White,50000,High_School
Not_Married,17,Male,White,5000,Below_High_School
Married,75,Female,White,31200,Bachelor
Married,64,Female,Black,77600,High_School
Married,71,Male,White,20000,Below_High_School
Married,48,Male,Other,102000,Bachelor
Married,88,Female,White,6000,High_School
Married,72,Male,White,23800,Some_College
Married,75,Female,White,25100,Above_Bachelor
Married,80,Female,White,13500,Bachelor
Married,91,Male,Other,11500,Bachelor
Married,72,Male,White,42000,High_School
Married,81,Female,White,101400,Bachelor
Married,43,Female,White,74000,High_School
Married,51,Male,White,109820,Some_College
Married,61,Female,White,603000,Above_Bachelor
Not_Married,40,Female,Other,20000,High_School
Married,53,Female,White,25000,High_School
Married,57,Male,Other,159000,Bachelor
Not_Married,57,Female,White,10500,Above_Bachelor
Married,60,Male,White,645000,Bachelor
Not_Married,34,Male,Black,1800,Some_College
Married,76,Male,White,169100,Bachelor
Married,43,Female,Asian,5000,Bachelor
Not_Married,67,Female,White,31700,High_School
Married,86,Female,White,21000,High_School
Married,78,Female,White,11600,Some_College
Married,55,Male,White,0,High_School
Not_Married,37,Male,White,20100,High_School
Married,30,Female,White,0,Some_College
Married,67,Female,White,5300,Some_College
Married,73,Female,White,67000,High_School
Married,36,Male,White,55000,Bachelor
Married,51,Female,White,185000,Above_Bachelor
Not_Married,30,Male,White,100000,Some_College
Married,71,Male,White,417200,Bachelor
Married,38,Female,Other,175000,Above_Bachelor
Not_Married,33,Male,Other,105000,Bachelor
Not_Married,18,Male,Asian,0,Below_High_School
Married,80,Male,White,72000,Bachelor
Married,83,Male,White,83000,High_School
Not_Married,34,Male,White,59000,Bachelor
Married,66,Female,White,12300,Some_College
Married,44,Male,Other,43600,Below_High_School
Married,34,Female,Asian,24000,High_School
Married,49,Female,White,30000,High_School
Married,70,Female,White,6000,Bachelor
Married,29,Female,White,487000,Above_Bachelor
Married,71,Male,White,38000,High_School
Married,62,Male,White,17000,High_School
Married,48,Female,White,18600,Some_College
Not_Married,42,Female,White,250000,Bachelor
Married,78,Female,White,1600,High_School
Married,64,Male,White,8000,Bachelor
Married,53,Female,Asian,0,Bachelor
Married,61,Male,Other,2700,Some_College
Married,55,Male,Other,38000,Some_College
Not_Married,56,Male,White,16000,High_School
Married,56,Female,White,65000,Bachelor
Married,56,Female,White,5000,Bachelor
Married,75,Male,White,60000,High_School
Married,69,Male,White,617600,High_School
Married,65,Female,White,16800,Some_College
Married,75,Male,Black,106000,Above_Bachelor
Not_Married,67,Male,Other,53000,Above_Bachelor
Married,34,Female,Asian,20000,High_School
Married,58,Female,White,35000,High_School
Married,43,Male,White,91800,Some_College
Not_Married,33,Male,White,40000,High_School
Not_Married,22,Male,Other,35000,High_School
Married,61,Female,White,11600,Above_Bachelor
Married,86,Female,White,10000,High_School
Married,46,Male,Other,160000,Bachelor
Married,36,Female,White,0,Some_College
Married,37,Female,White,41000,High_School
Married,39,Male,White,62000,Some_College
Not_Married,53,Male,White,0,High_School
Not_Married,31,Male,Asian,70000,Above_Bachelor
Married,66,Female,White,43900,Below_High_School
Married,62,Female,Other,52000,High_School
Not_Married,22,Male,White,30000,High_School
Married,50,Female,Other,68000,High_School
Married,41,Female,White,60000,Above_Bachelor
Not_Married,46,Female,White,13500,High_School
Married,64,Female,Black,10200,Below_High_School
Married,67,Male,Black,20700,Bachelor
Not_Married,27,Male,White,14000,High_School
Married,56,Female,Other,0,Bachelor
Married,38,Female,White,7900,High_School
Married,41,Female,White,102000,Some_College
Married,72,Male,White,97800,Some_College
Married,60,Male,White,0,High_School
Married,71,Male,Asian,104200,Above_Bachelor
Married,56,Male,Black,0,Bachelor
Married,62,Female,White,0,Some_College
Not_Married,28,Female,Black,0,High_School
Married,79,Female,White,66400,High_School
Married,36,Male,White,146000,Bachelor
Not_Married,18,Female,White,1900,High_School
Not_Married,23,Female,White,280,Some_College
Married,72,Female,White,11200,High_School
Married,57,Male,Other,37500,Below_High_School
Not_Married,19,Female,White,0,Some_College
Married,69,Female,White,181400,Above_Bachelor
Married,29,Male,White,50000,High_School
Married,75,Female,White,0,High_School
Married,74,Female,White,80000,Above_Bachelor
Married,32,Male,Other,70000,Below_High_School
Married,45,Female,Asian,205000,Bachelor
Married,39,Female,Black,60000,Above_Bachelor
Married,24,Male,Black,65000,High_School
Married,52,Male,White,57130,Some_College
Married,70,Female,White,11800,High_School
Not_Married,19,Female,Black,53000,High_School
Married,81,Female,White,201000,High_School
Married,39,Female,Other,31500,Some_College
Married,46,Female,White,30000,Above_Bachelor
Not_Married,79,Female,White,188000,Above_Bachelor
Married,57,Male,Other,21000,Below_High_School
Married,88,Female,White,12000,High_School
Married,37,Male,Other,30000,High_School
Married,24,Female,White,48500,Bachelor
Not_Married,23,Male,White,50000,High_School
Not_Married,52,Female,Asian,80000,Bachelor
Not_Married,23,Female,Black,18200,Some_College
Married,61,Male,Other,45000,Some_College
Married,32,Male,White,116000,Bachelor
Not_Married,84,Male,Black,8400,Above_Bachelor
Married,45,Female,Asian,0,High_School
Married,80,Female,White,26400,High_School
Not_Married,42,Male,White,8000,High_School
Married,75,Male,White,17800,Some_College
Married,54,Male,Other,12000,Some_College
Married,33,Male,White,70000,High_School
Married,44,Male,Other,28000,Above_Bachelor
Married,59,Female,White,9000,High_School
Married,26,Female,White,26000,High_School
Not_Married,26,Female,White,21000,High_School
Not_Married,66,Female,White,22100,Bachelor
Not_Married,31,Male,White,2500,Some_College
Married,76,Female,White,65000,Bachelor
Married,78,Female,White,170000,Above_Bachelor
Married,71,Female,White,9700,High_School
Married,78,Male,Other,10000,Some_College
Married,53,Male,Black,52000,Some_College
Not_Married,28,Male,White,65000,High_School
Married,52,Male,White,100030,Above_Bachelor
Not_Married,20,Male,Black,2000,Some_College
Not_Married,17,Male,White,1300,Below_High_School
Not_Married,24,Male,White,1500,Bachelor
Married,87,Female,White,56200,Bachelor
Married,59,Male,White,70000,High_School
Married,52,Male,White,35300,High_School
Married,50,Male,White,100000,Bachelor
Married,30,Male,White,51000,High_School
Not_Married,24,Female,White,24000,Bachelor
Not_Married,36,Male,White,100000,Above_Bachelor
Not_Married,35,Male,White,135000,Some_College
Married,69,Female,White,1400,Some_College
Married,69,Male,White,117400,Above_Bachelor
Married,69,Male,White,29000,Some_College
Married,28,Female,White,77000,Above_Bachelor
Married,67,Female,White,25000,Some_College
Married,48,Male,White,25000,Bachelor
Married,58,Male,White,30000,Bachelor
Not_Married,64,Male,Black,13200,High_School
Married,85,Female,White,59940,High_School
Married,50,Male,Other,10800,High_School
Married,81,Male,White,58600,Above_Bachelor
Married,81,Female,White,50700,Bachelor
Married,64,Male,White,205000,Above_Bachelor
Married,66,Male,White,48200,Bachelor
Not_Married,30,Female,Other,74000,Some_College
Married,83,Female,White,44580,Bachelor
Married,61,Male,White,102000,Bachelor
Not_Married,20,Male,White,12700,High_School
Married,73,Male,White,8800,High_School
Married,45,Male,Other,62000,High_School
Married,37,Female,Other,55000,High_School
Married,43,Female,White,69000,Above_Bachelor
Not_Married,58,Male,White,60000,Some_College
Married,53,Female,Other,24000,High_School
Married,54,Male,White,45000,Bachelor
Married,62,Female,White,64000,Some_College
Married,73,Female,Other,3500,Bachelor
Married,62,Female,White,13200,Some_College
Married,79,Female,White,58800,High_School
Not_Married,28,Male,White,41600,High_School
Married,60,Female,Asian,22000,Some_College
Married,61,Female,White,60000,High_School
Married,70,Male,White,38700,High_School
Not_Married,74,Female,White,93800,Above_Bachelor
Married,61,Female,White,25000,High_School
Married,40,Male,White,65000,Some_College
Married,29,Male,White,68010,Bachelor
Married,35,Male,White,120000,High_School
Married,27,Female,White,30000,Bachelor
Married,38,Male,White,90000,Bachelor
Not_Married,36,Male,Other,200000,Bachelor
Married,58,Male,White,101000,Some_College
Not_Married,40,Male,Other,0,Some_College
Not_Married,18,Female,Asian,0,High_School
Married,48,Female,Asian,109000,Above_Bachelor
Married,84,Male,White,66500,Bachelor
Married,62,Female,White,88700,Above_Bachelor
Married,75,Female,White,43600,Bachelor
Married,76,Female,White,26700,High_School
Married,57,Female,White,32000,Some_College
Married,55,Male,White,48000,Some_College
Married,33,Male,Other,50000,High_School
Not_Married,23,Female,White,0,Some_College
Married,38,Male,White,62000,Bachelor
Married,62,Female,Black,25900,High_School
Married,58,Female,Other,22000,Some_College
Married,80,Female,White,87500,High_School
Married,47,Female,White,31000,Below_High_School
Married,51,Female,White,79000,Some_College
Not_Married,28,Male,White,10100,High_School
Married,72,Male,White,30000,Above_Bachelor
Not_Married,19,Male,Other,12000,Some_College
Married,71,Male,Other,14000,Below_High_School
Married,69,Female,White,17800,Some_College
Married,84,Male,Black,14000,Below_High_School
Not_Married,35,Female,Black,40000,High_School
Married,54,Male,Other,42000,Some_College
Married,43,Male,White,103000,Bachelor
Not_Married,25,Male,White,24000,Some_College
Married,56,Male,White,80000,Above_Bachelor
Married,55,Male,Other,30000,Some_College
Married,35,Male,White,83000,Some_College
Not_Married,58,Male,Black,0,High_School
Not_Married,42,Female,Black,15000,Some_College
Married,26,Male,White,48000,Some_College
Married,67,Male,White,25200,High_School
Not_Married,18,Male,Other,0,Below_High_School
Married,72,Male,White,437000,Above_Bachelor
Married,75,Male,White,3600,Above_Bachelor
Married,53,Male,White,75000,High_School
Not_Married,25,Male,Other,31000,High_School
Not_Married,51,Female,White,50000,Bachelor
Married,56,Female,White,7000,High_School
Not_Married,72,Male,White,17100,Some_College
Married,77,Female,Black,8400,High_School
Married,72,Female,White,60800,Bachelor
Married,84,Female,White,88200,Bachelor
Not_Married,24,Female,White,20000,Some_College
Not_Married,23,Female,Black,4000,High_School
Married,68,Female,White,14150,High_School
Married,67,Female,Other,14000,Below_High_School
Not_Married,34,Female,Asian,100000,Bachelor
Married,66,Female,White,18800,High_School
Not_Married,25,Female,White,6000,Bachelor
Married,41,Female,White,161000,Bachelor
Not_Married,87,Male,Black,1200,Below_High_School
Not_Married,25,Male,White,31000,High_School
Married,71,Female,White,11200,High_School
Not_Married,26,Female,Other,20000,High_School
Not_Married,25,Male,Asian,0,High_School
Married,60,Male,Black,49200,High_School
Married,56,Female,White,34100,High_School
Not_Married,36,Female,White,200010,Above_Bachelor
Married,34,Male,Black,100000,Bachelor
Married,50,Female,White,49500,Bachelor
Not_Married,20,Female,Asian,0,Some_College
Married,58,Male,Black,1000,Below_High_School
Married,71,Female,Black,27900,High_School
Married,68,Female,White,17500,Some_College
Not_Married,17,Male,Other,11000,Below_High_School
Married,68,Female,White,0,Bachelor
Married,24,Male,Other,45000,High_School
Married,26,Female,White,102540,Above_Bachelor
Married,77,Male,White,391900,Some_College
Not_Married,18,Male,Other,-1900,Below_High_School
Married,55,Male,White,2500,High_School
Married,46,Female,White,112000,Above_Bachelor
Not_Married,37,Male,White,39600,High_School
Married,51,Female,Asian,102000,Bachelor
Married,70,Female,White,60640,Above_Bachelor
Married,66,Female,Other,26530,Above_Bachelor
Married,42,Female,Black,71000,Some_College
Married,73,Male,White,77300,Above_Bachelor
Married,67,Female,White,2900,Below_High_School
Married,37,Male,White,54000,Above_Bachelor
Married,74,Female,White,60100,Some_College
Married,72,Male,White,47100,Bachelor
Married,31,Male,Black,54000,Some_College
Not_Married,31,Male,White,30000,Bachelor
Married,75,Female,Other,0,Some_College
Married,78,Male,White,6300,High_School
Married,49,Male,White,170000,Bachelor
Married,43,Male,Black,48000,High_School
Married,44,Female,White,62900,Bachelor
Married,59,Male,White,42000,Some_College
Married,60,Male,White,684450,Above_Bachelor
Married,65,Female,Asian,20000,Bachelor
Not_Married,40,Female,Other,50000,Bachelor
Married,65,Male,Asian,84000,Above_Bachelor
Married,52,Female,White,30000,High_School
Married,62,Female,Asian,0,High_School
Married,64,Male,White,38000,Bachelor
Married,58,Female,Black,600,Some_College
Married,49,Female,Other,12000,Below_High_School
Married,51,Female,Black,115000,Bachelor
Not_Married,27,Male,Black,37000,High_School
Married,55,Male,White,50000,High_School
Married,80,Female,White,51500,Above_Bachelor
Married,41,Female,White,195000,Above_Bachelor
Not_Married,38,Male,Other,96000,Some_College
Married,53,Male,Other,29500,Some_College
Married,71,Female,White,11000,Some_College
Married,58,Female,White,120,High_School
Not_Married,19,Female,White,1000,High_School
Married,37,Female,White,0,Bachelor
Married,45,Male,White,152000,Bachelor
Not_Married,57,Female,Other,93000,Below_High_School
Not_Married,41,Female,White,2100,Some_College
Married,39,Male,White,31000,High_School
Not_Married,23,Male,White,60000,High_School
Not_Married,19,Female,Black,7000,Some_College
Married,64,Female,White,170000,Bachelor
Married,54,Female,Other,13500,Below_High_School
Not_Married,21,Male,Other,40000,High_School
Married,71,Male,White,115500,Above_Bachelor
Married,53,Male,White,101000,High_School
Not_Married,34,Male,White,53000,High_School
Married,66,Female,White,0,Bachelor
Not_Married,21,Male,White,26000,High_School
Married,37,Male,White,50000,Some_College
Married,55,Female,White,160000,Above_Bachelor
Married,62,Male,White,9600,Some_College
Married,52,Male,White,12000,High_School
Not_Married,19,Male,White,0,Some_College
Not_Married,22,Female,White,7100,Bachelor
Married,53,Female,White,15500,High_School
Married,59,Male,White,45000,High_School
Married,72,Female,White,39600,High_School
Not_Married,18,Male,White,0,High_School
Not_Married,22,Male,White,16300,Some_College
Married,82,Male,White,123000,Above_Bachelor
Married,56,Female,Black,23000,High_School
Not_Married,31,Female,Asian,46500,Some_College
Not_Married,24,Female,White,47000,Some_College
Married,45,Female,Black,38000,Bachelor
Married,56,Female,White,22400,High_School
Not_Married,34,Female,White,0,High_School
Married,57,Female,White,0,High_School
Married,70,Female,Black,100000,Above_Bachelor
Married,43,Male,White,63000,Some_College
Married,30,Female,White,30600,High_School
Married,71,Male,White,93000,Some_College
Married,60,Male,White,190500,Bachelor
Married,85,Male,Black,16000,High_School
Married,74,Female,White,19640,High_School
Married,76,Male,White,52000,Bachelor
Not_Married,24,Male,White,48000,Above_Bachelor
Not_Married,17,Male,White,0,Below_High_School
Married,57,Male,White,8240,High_School
Married,62,Female,White,3800,High_School
Married,54,Male,White,65000,Some_College
Not_Married,18,Female,White,10000,High_School
Married,36,Female,White,70000,High_School
Married,36,Female,White,26000,High_School
Married,63,Male,White,58000,Some_College
Married,48,Female,White,0,Above_Bachelor
Married,66,Male,White,48000,Bachelor
Not_Married,45,Male,White,205250,Bachelor
Not_Married,40,Male,White,1300,High_School
Not_Married,28,Male,Asian,30020,Below_High_School
Married,76,Female,White,26400,Above_Bachelor
Not_Married,18,Male,Black,2800,High_School
Married,34,Male,White,100000,High_School
Married,51,Female,Asian,200000,Above_Bachelor
Married,65,Male,White,12000,Some_College
Not_Married,27,Female,White,45000,Some_College
Married,42,Female,Asian,25000,Above_Bachelor
Married,57,Male,Asian,29300,Bachelor
Not_Married,28,Male,White,75000,Bachelor
Married,50,Female,White,280000,Bachelor
Not_Married,77,Female,White,15710,Bachelor
Not_Married,18,Female,Other,10000,High_School
Married,44,Female,White,0,Above_Bachelor
Not_Married,17,Female,White,500,Below_High_School
Married,42,Male,White,216000,Above_Bachelor
Not_Married,23,Female,Other,30000,Bachelor
Married,67,Female,Black,32600,High_School
Not_Married,34,Male,White,48000,High_School
Married,51,Male,Other,60000,High_School
Not_Married,24,Male,White,35000,Above_Bachelor
Not_Married,18,Female,Other,2500,High_School
Married,60,Female,Black,8000,High_School
Married,46,Male,White,0,Below_High_School
Married,35,Male,Other,92000,High_School
Not_Married,36,Male,Black,15200,Below_High_School
Married,81,Female,Other,16100,Some_College
Married,59,Female,White,60000,Some_College
Not_Married,29,Male,Other,34000,High_School
Married,59,Female,White,6200,High_School
Not_Married,55,Male,White,138000,Bachelor
Married,69,Male,White,97700,High_School
Married,72,Female,White,15800,High_School
Married,50,Male,White,53000,Above_Bachelor
Married,54,Female,White,0,Above_Bachelor
Married,60,Male,Asian,13160,High_School
Married,65,Male,White,56000,Bachelor
Not_Married,26,Female,White,63300,Bachelor
Married,53,Female,Asian,77000,Some_College
Married,56,Male,White,65000,Above_Bachelor
Married,69,Male,White,15000,Some_College
Not_Married,26,Male,Black,21600,High_School
Married,64,Male,White,38000,High_School
Married,57,Female,Other,12100,Some_College
Married,63,Female,White,18000,Above_Bachelor
Married,58,Female,White,30000,High_School
Not_Married,21,Female,White,30000,High_School
Not_Married,18,Female,Other,3500,High_School
Married,38,Male,White,70000,High_School
Married,78,Male,White,52000,Above_Bachelor
Married,83,Male,White,13000,High_School
Married,41,Male,White,20000,High_School
Not_Married,34,Male,White,58000,Bachelor
Not_Married,42,Male,White,44000,Above_Bachelor
Married,68,Female,White,39800,High_School
Married,60,Male,White,468000,Bachelor
Married,77,Female,White,30000,High_School
Married,46,Male,White,40100,Some_College
Married,75,Female,White,12400,Some_College
Married,47,Female,White,19490,High_School
Married,82,Female,Asian,9800,High_School
Married,71,Female,White,8400,High_School
Married,56,Female,White,17700,High_School
Not_Married,33,Male,White,0,High_School
Married,27,Female,White,21000,High_School
Married,71,Female,White,35500,Bachelor
Married,46,Male,White,200000,Some_College
Married,66,Female,White,48000,Some_College
Not_Married,18,Male,White,1100,Below_High_School
Married,81,Female,White,17750,High_School
Married,58,Female,White,83000,Some_College
Married,59,Female,Other,1100,Some_College
Married,66,Female,White,71800,Above_Bachelor
Not_Married,17,Female,White,3000,Below_High_School
Married,28,Female,Other,30000,Bachelor
Married,42,Female,White,12400,High_School
Married,36,Male,White,17600,Bachelor
Not_Married,23,Female,White,17500,High_School
Not_Married,22,Male,White,28000,High_School
Married,73,Male,White,37800,Bachelor
Married,50,Female,White,115000,Bachelor
Married,23,Male,White,0,High_School
Married,41,Female,White,0,Bachelor
Married,44,Male,Other,64400,High_School
Married,60,Male,Other,574000,Above_Bachelor
Not_Married,44,Female,White,86000,Above_Bachelor
Not_Married,19,Female,White,0,High_School
Not_Married,40,Female,Other,0,Above_Bachelor
Not_Married,20,Female,White,4100,Below_High_School
Married,54,Female,Other,0,High_School
Married,53,Female,Black,44400,Some_College
Married,61,Male,White,27700,High_School
Married,66,Female,White,13100,High_School
Married,36,Male,White,165000,Bachelor
Not_Married,18,Male,Other,0,High_School
Married,54,Male,White,33100,High_School
Married,48,Female,White,55000,Bachelor
Married,79,Female,White,21600,High_School
Not_Married,23,Male,Other,3500,Bachelor
Married,44,Male,White,55000,Bachelor
Married,77,Male,Other,63100,Above_Bachelor
Married,37,Female,White,1200,High_School
Married,60,Male,Black,15600,High_School
Married,47,Male,White,55000,High_School
Married,50,Female,White,40000,Bachelor
Married,72,Female,White,8400,Some_College
Not_Married,35,Female,White,40000,High_School
Not_Married,19,Female,White,2500,Some_College
Not_Married,27,Female,Other,56000,Above_Bachelor
Married,29,Female,White,100,High_School
Not_Married,26,Male,Other,7200,High_School
Married,48,Male,Other,81000,Bachelor
Not_Married,50,Female,Black,45000,Some_College
Married,74,Female,White,13700,High_School
Not_Married,18,Male,Other,0,High_School
Married,75,Female,White,17000,Bachelor
Married,36,Female,White,48000,Some_College
Married,51,Male,Black,35000,Some_College
Married,41,Female,White,0,Above_Bachelor
Married,61,Female,White,0,High_School
Married,55,Male,White,120000,Some_College
Married,52,Female,White,120000,Above_Bachelor
Not_Married,26,Female,White,20000,Above_Bachelor
Married,57,Male,Other,35000,Above_Bachelor
Married,56,Male,White,180000,Some_College
Not_Married,60,Female,White,26900,High_School
Married,47,Female,Asian,60000,High_School
Not_Married,17,Female,Other,0,Below_High_School
Married,30,Female,White,37000,Above_Bachelor
Married,46,Female,Other,140000,Some_College
Not_Married,29,Male,White,19000,High_School
Married,69,Female,Other,0,High_School
Not_Married,23,Female,White,19200,Some_College
Married,64,Male,White,75000,High_School
Married,69,Female,White,42000,Above_Bachelor
Not_Married,27,Male,Black,45000,High_School
Married,56,Female,Other,6000,High_School
Not_Married,48,Female,White,20000,High_School
Not_Married,25,Male,White,340300,Bachelor
Not_Married,19,Female,White,8000,High_School
Not_Married,42,Female,White,8200,High_School
Not_Married,69,Female,White,24500,Bachelor
Not_Married,25,Male,White,0,Bachelor
Not_Married,18,Male,White,0,High_School
Not_Married,29,Male,Asian,58000,Above_Bachelor
Not_Married,23,Female,White,8000,Bachelor
Married,67,Male,White,14,Above_Bachelor
Married,40,Male,White,158000,Above_Bachelor
Married,77,Female,Asian,11400,Some_College
Married,58,Female,White,79000,High_School
Married,54,Female,Other,32700,Some_College
Married,75,Female,Other,7400,High_School
Married,49,Female,White,43300,Bachelor
Married,47,Male,Asian,89000,High_School
Married,38,Female,White,82000,Above_Bachelor
Not_Married,21,Female,Asian,7500,Some_College
Married,31,Female,White,59000,Above_Bachelor
Not_Married,22,Female,White,11600,Some_College
Not_Married,21,Male,Other,0,Some_College
Married,53,Male,White,52000,Some_College
Married,70,Female,White,104500,Bachelor
Married,75,Female,Black,52400,Bachelor
Married,57,Male,White,0,High_School
Not_Married,22,Female,White,18400,High_School
Married,94,Male,White,0,Some_College
Married,61,Female,White,0,Some_College
Married,62,Female,White,120000,Bachelor
Married,86,Female,White,6000,High_School
Not_Married,30,Male,Other,105000,Above_Bachelor
Married,47,Female,Asian,70020,High_School
Not_Married,25,Male,White,24000,Below_High_School
Married,57,Female,Other,50000,Some_College
Not_Married,26,Female,Asian,102000,Bachelor
Not_Married,18,Female,White,0,High_School
