marital_status,age,gender,Race,Income,education_level
Not_Married,92,Male,American Indian,17643,Some_College
Not_Married,32,Male,Asian,27536,Below_High_School
Married,66,Female,American Indian,17150,High_School
Not_Married,70,Female,American Indian,46819,Bachelor
Not_Married,32,Male,Other,135395,Above_Bachelor
Married,22,Male,American Indian,25653,Below_High_School
Married,96,Female,Other,113855,Above_Bachelor
Married,28,Male,Black,13896,Some_College
Married,86,Male,Black,791,High_School
Married,51,Male,White,27268,Above_Bachelor
Not_Married,36,Female,Other,12936,Above_Bachelor
Married,75,Male,White,29547,Below_High_School
Not_Married,33,Female,Black,33366,Bachelor
Not_Married,73,Male,American Indian,62689,Bachelor
Married,73,Female,American Indian,85648,Above_Bachelor
Not_Married,21,Male,Other,67268,Below_High_School
Married,23,Male,Black,149780,Below_High_School
Not_Married,84,Female,White,93617,Above_Bachelor
Not_Married,78,Male,Asian,143885,Below_High_School
Married,28,Male,American Indian,125051,Below_High_School
Married,74,Male,American Indian,6923,High_School
Married,64,Female,American Indian,68878,High_School
Not_Married,61,Male,Asian,142556,High_School
Not_Married,66,Female,Asian,80735,High_School
Married,25,Female,Other,113090,Above_Bachelor
Not_Married,58,Male,Other,96992,Some_College
Not_Married,95,Female,Black,124928,High_School
Married,27,Female,Black,126769,Above_Bachelor
Married,52,Male,Other,137725,High_School
Married,21,Male,Black,4946,Above_Bachelor
Married,18,Female,Black,9208,Above_Bachelor
Not_Married,72,Male,American Indian,23452,Below_High_School
Married,61,Female,Black,144077,Below_High_School
Married,20,Female,Other,35546,Above_Bachelor
Married,26,Female,Black,81037,Some_College
Not_Married,74,Male,White,102068,Below_High_School
Not_Married,30,Male,American Indian,76354,Above_Bachelor
Not_Married,26,Female,Asian,135363,High_School
Married,28,Male,White,8785,Above_Bachelor
Married,65,Male,Other,85146,Above_Bachelor
Married,78,Male,Black,96824,Above_Bachelor
Not_Married,34,Male,White,26648,Bachelor
Not_Married,23,Male,White,95815,Below_High_School
Not_Married,33,Female,White,18885,Below_High_School
Not_Married,81,Female,Asian,116409,Bachelor
Not_Married,34,Female,White,122406,Below_High_School
Married,88,Male,American Indian,73693,Above_Bachelor
Married,38,Male,Other,92831,Below_High_School
Not_Married,35,Female,Other,97713,Some_College
Not_Married,22,Male,White,55214,Some_College
Married,21,Female,Asian,34697,Some_College
Not_Married,18,Male,Black,61212,Some_College
Not_Married,39,Male,Black,26436,Above_Bachelor
Married,32,Female,Asian,71382,Above_Bachelor
Married,30,Female,Asian,134441,Above_Bachelor
Married,55,Female,Black,40357,Above_Bachelor
Not_Married,92,Female,White,41316,Some_College
Not_Married,80,Male,White,124002,High_School
Married,41,Male,White,76135,Some_College
Not_Married,30,Male,Black,138460,High_School
Not_Married,95,Female,American Indian,141381,Above_Bachelor
Not_Married,77,Male,White,125331,High_School
Married,98,Female,American Indian,76771,Above_Bachelor
Married,29,Female,Other,60476,Bachelor
Not_Married,29,Female,American Indian,63974,High_School
Married,31,Female,American Indian,137550,High_School
Married,45,Female,Black,130759,High_School
Married,82,Female,American Indian,28303,Above_Bachelor
Not_Married,68,Male,American Indian,119299,High_School
Not_Married,88,Female,Asian,3678,Below_High_School
Not_Married,22,Female,American Indian,23971,Below_High_School
Married,40,Male,American Indian,90412,High_School
Married,74,Male,White,62270,Bachelor
Married,20,Female,Asian,63991,Below_High_School
Not_Married,36,Male,American Indian,135928,High_School
Married,88,Male,Black,133731,Bachelor
Married,19,Male,Black,41725,Some_College
Married,57,Female,American Indian,127120,Above_Bachelor
Married,72,Female,Asian,14235,High_School
Not_Married,100,Male,White,126936,Above_Bachelor
Married,91,Male,Other,61974,Below_High_School
Married,49,Female,American Indian,48935,Bachelor
Not_Married,73,Male,White,33059,Bachelor
Married,73,Female,White,118323,Below_High_School
Not_Married,36,Male,Other,138109,Bachelor
Not_Married,66,Male,White,127645,Bachelor
Married,38,Male,Asian,28200,High_School
Married,33,Female,White,136774,High_School
Not_Married,73,Female,Black,40616,Bachelor
Married,40,Male,Other,35169,Above_Bachelor
Not_Married,64,Female,Other,125326,Above_Bachelor
Not_Married,89,Female,Other,137580,Below_High_School
Not_Married,47,Female,Black,48491,Some_College
Married,94,Male,Asian,19463,High_School
Married,96,Male,Black,38194,Bachelor
Not_Married,50,Female,Other,25032,Below_High_School
Not_Married,45,Female,White,131934,Bachelor
Married,64,Female,American Indian,107588,Bachelor
Not_Married,53,Female,American Indian,41734,Bachelor
Married,31,Male,Asian,1626,Some_College
Not_Married,70,Female,White,102075,High_School
Not_Married,32,Female,Other,98817,Bachelor
Not_Married,93,Male,Other,100829,High_School
Married,95,Male,Asian,136312,Above_Bachelor
Not_Married,64,Male,White,102900,Below_High_School
Not_Married,48,Female,Asian,141691,Below_High_School
Not_Married,31,Male,White,33233,High_School
Not_Married,94,Male,White,54003,Above_Bachelor
Not_Married,95,Female,American Indian,6188,Below_High_School
Not_Married,89,Male,Asian,93188,Below_High_School
Married,22,Female,American Indian,113033,Bachelor
Married,53,Female,White,125644,Above_Bachelor
Not_Married,84,Female,White,61946,Some_College
Married,93,Female,Other,8451,High_School
Married,54,Female,American Indian,2497,Below_High_School
Not_Married,22,Male,Black,235,Bachelor
Not_Married,68,Male,Asian,10404,Some_College
Married,36,Female,Black,130668,Bachelor
Married,75,Female,Other,18090,Bachelor
Not_Married,70,Female,Black,128813,High_School
Married,28,Male,American Indian,75301,Bachelor
Married,76,Male,Other,60879,Above_Bachelor
Married,23,Female,American Indian,66240,High_School
Not_Married,76,Male,White,51065,Bachelor
Married,72,Female,Other,133807,Above_Bachelor
Not_Married,40,Female,White,123968,Above_Bachelor
Married,99,Female,Other,145438,Bachelor
Not_Married,62,Male,Other,98191,Some_College
Not_Married,50,Female,American Indian,98325,Some_College
Married,61,Male,Other,129148,High_School
Married,28,Female,Black,2916,High_School
Married,40,Male,White,27434,Bachelor
Married,69,Male,White,113401,Below_High_School
Not_Married,99,Female,American Indian,104322,High_School
Not_Married,19,Female,Black,53864,Some_College
Married,65,Male,Black,140732,Above_Bachelor
Not_Married,22,Male,Asian,71489,High_School
Married,74,Male,White,71407,Bachelor
Married,76,Female,American Indian,43410,Bachelor
Married,98,Male,Other,100612,Below_High_School
Married,72,Female,Other,50794,High_School
Not_Married,95,Female,White,14624,Some_College
Married,65,Female,Asian,142645,Some_College
Not_Married,53,Female,Other,44104,Some_College
Not_Married,88,Female,Other,85315,Bachelor
Married,95,Male,White,56803,Below_High_School
Married,86,Male,American Indian,12109,Above_Bachelor
Married,62,Male,Asian,32155,Some_College
Married,50,Female,Other,36922,Below_High_School
Not_Married,70,Male,Other,101279,Below_High_School
Not_Married,29,Female,American Indian,71278,Below_High_School
Married,82,Female,American Indian,132976,High_School
Married,93,Male,Asian,120228,Some_College
Not_Married,78,Male,Other,54570,Above_Bachelor
Married,48,Female,Black,85057,Bachelor
Not_Married,49,Male,White,30084,Some_College
Married,93,Female,American Indian,36074,High_School
Not_Married,81,Male,White,129249,Bachelor
Not_Married,48,Female,American Indian,60755,Above_Bachelor
Married,76,Male,Black,147935,Above_Bachelor
Married,21,Female,Black,123424,Above_Bachelor
Not_Married,44,Male,American Indian,108164,High_School
Married,18,Female,Other,122286,Below_High_School
Married,42,Female,Black,96306,Bachelor
Married,70,Female,White,102225,High_School
Married,44,Female,Black,28943,Bachelor
Married,28,Male,American Indian,118450,Some_College
Not_Married,96,Male,White,46057,High_School
Married,55,Male,Asian,51557,Above_Bachelor
Married,23,Male,American Indian,148160,Below_High_School
Married,26,Male,Asian,93382,Some_College
Not_Married,100,Female,American Indian,55732,Above_Bachelor
Married,98,Female,Asian,3783,Bachelor
Not_Married,99,Male,Black,120115,Above_Bachelor
Not_Married,35,Male,Other,115703,Bachelor
Not_Married,30,Male,American Indian,45979,Above_Bachelor
Not_Married,75,Female,American Indian,54358,Below_High_School
Married,49,Female,American Indian,7594,Some_College
Not_Married,55,Female,Black,134885,Above_Bachelor
Married,21,Male,Black,18185,Above_Bachelor
Married,30,Female,Other,119806,Some_College
Not_Married,35,Male,White,54500,Some_College
Married,100,Female,Other,148997,Below_High_School
Not_Married,82,Female,Asian,96482,Below_High_School
Married,82,Female,Asian,16651,Bachelor
Not_Married,95,Female,Other,5243,Above_Bachelor
Not_Married,30,Male,American Indian,80286,Below_High_School
Married,60,Female,Black,66308,Above_Bachelor
Married,48,Female,American Indian,128013,High_School
Married,61,Male,American Indian,106817,Bachelor
Married,91,Female,Asian,39257,Some_College
Married,38,Male,Other,148312,High_School
Married,99,Male,Other,40846,High_School
Married,96,Female,White,67187,Below_High_School
Married,44,Female,White,37454,Bachelor
Married,48,Female,American Indian,75009,High_School
Married,93,Male,American Indian,62473,Above_Bachelor
Not_Married,32,Female,American Indian,102529,High_School
Married,51,Male,American Indian,16637,Above_Bachelor
Married,65,Male,Asian,119751,Above_Bachelor
Not_Married,61,Female,Other,101184,Below_High_School
Married,81,Female,Other,87385,Below_High_School
Not_Married,28,Female,White,56098,Bachelor
Married,35,Female,American Indian,118422,High_School
Married,33,Female,American Indian,31879,Some_College
Married,35,Female,American Indian,141543,Above_Bachelor
Not_Married,31,Male,Black,81582,Below_High_School
Married,80,Female,White,147303,High_School
Married,99,Male,Asian,27944,Below_High_School
Married,36,Male,White,51488,Some_College
Not_Married,34,Female,Asian,88223,High_School
Married,59,Female,Other,94026,High_School
Not_Married,79,Male,Other,51220,Below_High_School
Married,32,Female,Other,126994,High_School
Not_Married,100,Female,Asian,40455,Some_College
Married,81,Female,Black,40341,Above_Bachelor
Not_Married,99,Female,Black,50050,High_School
Not_Married,50,Female,Other,67640,Some_College
Married,88,Female,Asian,98583,Some_College
Not_Married,18,Male,Black,111451,Above_Bachelor
Married,74,Male,White,113833,Some_College
Married,41,Female,White,19425,Bachelor
Married,62,Male,White,137160,Below_High_School
Not_Married,73,Female,Black,41784,High_School
Married,64,Male,White,67163,Some_College
Married,81,Female,Other,51604,Above_Bachelor
Married,55,Female,Other,117643,Bachelor
Married,78,Female,Other,94880,Above_Bachelor
Not_Married,45,Female,Black,123924,High_School
Not_Married,71,Male,White,2229,High_School
Married,38,Female,American Indian,17300,High_School
Married,85,Male,Asian,92058,High_School
Not_Married,33,Male,White,36150,Above_Bachelor
Not_Married,90,Male,Black,97234,Bachelor
Not_Married,47,Male,Asian,82351,Above_Bachelor
Not_Married,50,Male,Other,128064,Bachelor
Not_Married,79,Female,White,87467,High_School
Married,22,Female,Black,73950,Some_College
Not_Married,19,Female,Asian,93817,Bachelor
Not_Married,75,Female,American Indian,58445,High_School
Married,89,Male,American Indian,148595,Bachelor
Married,94,Male,American Indian,140994,Above_Bachelor
Married,92,Male,Asian,119486,Some_College
Married,46,Female,Asian,86802,Above_Bachelor
Married,70,Female,American Indian,49124,High_School
Married,43,Female,Asian,79018,Below_High_School
Married,91,Male,White,127101,High_School
Married,87,Female,White,123048,Below_High_School
Married,100,Female,White,90853,Some_College
Married,42,Male,Black,97161,High_School
Married,44,Female,Other,2114,Some_College
Married,99,Female,Asian,108070,Bachelor
Married,22,Female,White,41601,Below_High_School
Married,35,Female,Other,144856,Above_Bachelor
Not_Married,43,Male,Black,47805,Below_High_School
Not_Married,90,Male,Black,118731,Below_High_School
Married,26,Male,White,57096,High_School
Married,43,Female,Black,113243,High_School
Not_Married,73,Male,Black,79971,High_School
Married,60,Male,Other,68657,High_School
Married,39,Male,American Indian,36121,Above_Bachelor
Not_Married,33,Male,Other,117499,High_School
Not_Married,83,Female,American Indian,135461,Bachelor
Not_Married,79,Male,Black,94253,Bachelor
Not_Married,24,Female,Other,140224,Bachelor
Not_Married,89,Male,Asian,87369,Some_College
Not_Married,34,Male,Black,49478,Below_High_School
Not_Married,18,Female,Asian,128851,High_School
Married,100,Female,Other,66957,Below_High_School
Not_Married,64,Male,American Indian,41408,Above_Bachelor
Not_Married,50,Male,Other,89484,Some_College
Married,63,Male,Black,126332,Above_Bachelor
Married,21,Male,Other,113984,Some_College
Not_Married,30,Female,Other,31811,Below_High_School
Married,50,Male,Asian,95176,Some_College
Not_Married,96,Male,White,105625,Some_College
Not_Married,97,Male,White,43190,Some_College
Married,81,Female,American Indian,108342,Below_High_School
Married,90,Male,American Indian,143546,High_School
Not_Married,33,Male,American Indian,29248,Below_High_School
Married,68,Female,Black,129517,High_School
Married,50,Female,White,85248,Below_High_School
Not_Married,58,Male,White,149577,Some_College
Not_Married,20,Female,Black,47757,High_School
Not_Married,19,Female,White,37452,Below_High_School
Not_Married,62,Male,White,8309,High_School
Not_Married,24,Female,American Indian,49288,Below_High_School
Married,56,Male,Asian,98544,Below_High_School
Not_Married,82,Male,Asian,59178,High_School
Not_Married,48,Male,American Indian,89291,Some_College
Married,65,Female,Other,127232,Above_Bachelor
Not_Married,74,Male,White,141908,Above_Bachelor
Married,46,Male,White,122060,Below_High_School
Not_Married,52,Male,Black,96639,Below_High_School
Not_Married,54,Female,Other,42096,Above_Bachelor
Not_Married,28,Male,White,51373,Above_Bachelor
Not_Married,82,Female,Asian,9876,Bachelor
Married,23,Male,American Indian,119323,Bachelor
Married,70,Male,White,123128,Bachelor
Not_Married,64,Female,Asian,147697,Above_Bachelor
Married,87,Male,Asian,14143,Some_College
Not_Married,62,Male,American Indian,71033,Bachelor
Married,46,Female,White,57563,Above_Bachelor
Not_Married,52,Female,White,54428,Bachelor
Married,78,Female,Asian,122497,High_School
Not_Married,46,Female,Black,139127,Below_High_School
Married,77,Male,American Indian,80481,High_School
Not_Married,78,Female,White,98839,Above_Bachelor
Not_Married,78,Female,White,40805,High_School
Not_Married,94,Female,American Indian,122581,Bachelor
Married,84,Male,Asian,95647,High_School
Married,48,Male,Black,77343,Above_Bachelor
Not_Married,76,Male,Other,125246,Above_Bachelor
Married,41,Male,Other,122170,Bachelor
Not_Married,53,Female,Other,22217,Bachelor
Married,82,Male,American Indian,4158,Some_College
Not_Married,62,Female,Black,134506,Above_Bachelor
Not_Married,57,Female,Asian,145863,Below_High_School
Married,73,Male,Asian,35694,Above_Bachelor
Not_Married,37,Female,American Indian,118858,Above_Bachelor
Not_Married,87,Female,Asian,35694,Below_High_School
Married,93,Female,White,99545,Some_College
Not_Married,95,Female,Black,59421,Some_College
Not_Married,36,Male,Black,95429,High_School
Married,83,Male,American Indian,662,High_School
Not_Married,27,Male,American Indian,74496,Bachelor
Married,39,Male,White,19283,High_School
Not_Married,53,Male,Asian,113118,Some_College
Married,43,Female,White,73009,Above_Bachelor
Not_Married,37,Female,White,121148,Below_High_School
Not_Married,22,Female,Asian,35107,High_School
Not_Married,23,Male,White,62619,Bachelor
Married,46,Male,Black,83661,Above_Bachelor
Married,83,Male,White,112864,Below_High_School
Married,39,Female,Other,76556,Bachelor
Married,21,Female,Other,27619,High_School
Married,94,Male,Other,43173,Bachelor
Married,24,Female,Black,20720,Some_College
Married,91,Female,Other,31779,Some_College
Not_Married,65,Female,Black,26534,Some_College
Married,36,Male,Asian,89745,Below_High_School
Not_Married,41,Female,Asian,120159,Below_High_School
Married,30,Male,American Indian,23085,Some_College
Not_Married,34,Male,White,46576,Above_Bachelor
Married,19,Female,Asian,90005,Above_Bachelor
Not_Married,92,Female,American Indian,100274,Below_High_School
Not_Married,49,Female,White,100436,High_School
Not_Married,64,Female,Black,94797,Above_Bachelor
Not_Married,49,Female,Black,120913,Above_Bachelor
Not_Married,57,Male,Asian,8856,Above_Bachelor
Married,40,Male,White,79730,Above_Bachelor
Not_Married,47,Male,Other,5431,Bachelor
Not_Married,89,Male,Asian,42723,Bachelor
Married,41,Female,White,77218,High_School
Not_Married,65,Female,White,107186,Below_High_School
Married,39,Female,White,55455,Below_High_School
Married,32,Male,Black,129128,High_School
Not_Married,31,Female,American Indian,104556,Above_Bachelor
Not_Married,57,Female,American Indian,122481,Bachelor
Not_Married,65,Male,White,980,Some_College
Married,52,Female,Black,66237,Above_Bachelor
Married,24,Female,American Indian,22491,Bachelor
Married,73,Female,Other,27183,Above_Bachelor
Not_Married,45,Male,American Indian,25105,Bachelor
Married,86,Male,White,7390,Bachelor
Married,55,Male,American Indian,129025,Bachelor
Married,84,Female,Other,8454,Bachelor
Not_Married,95,Male,Black,71528,Above_Bachelor
Married,92,Male,White,142037,Below_High_School
Not_Married,35,Male,American Indian,110962,High_School
Married,85,Female,Black,113439,Below_High_School
Married,53,Male,American Indian,120389,Bachelor
Married,46,Male,American Indian,42444,High_School
Not_Married,80,Male,Other,90686,Above_Bachelor
Not_Married,40,Female,American Indian,82645,Below_High_School
Not_Married,19,Female,Asian,148587,Below_High_School
Married,88,Male,Asian,106613,Some_College
Married,98,Female,Other,141038,Bachelor
Married,24,Male,Asian,111236,Some_College
Married,94,Male,Black,110542,High_School
Not_Married,30,Male,Other,78070,Below_High_School
Not_Married,57,Male,Asian,111065,Bachelor
Not_Married,74,Female,White,149241,High_School
Not_Married,60,Female,Other,139955,Some_College
Not_Married,73,Male,Other,123858,Some_College
Married,37,Male,Other,142582,Below_High_School
Not_Married,50,Male,White,30206,Bachelor
Married,47,Female,White,137210,Bachelor
Married,41,Female,Black,141234,Some_College
Married,42,Male,American Indian,96064,Bachelor
Not_Married,97,Female,Other,13625,Bachelor
Married,41,Male,Black,147208,Above_Bachelor
Married,50,Male,American Indian,112583,Below_High_School
Not_Married,41,Male,Black,44438,Above_Bachelor
Married,37,Male,American Indian,119239,Bachelor
Not_Married,42,Male,White,81401,Bachelor
Married,81,Male,Black,148394,Below_High_School
Married,27,Male,Asian,127773,Above_Bachelor
Married,49,Male,White,83440,Bachelor
Married,83,Male,Other,53179,Bachelor
Not_Married,59,Male,White,73807,Above_Bachelor
Not_Married,55,Female,White,36219,Below_High_School
Not_Married,31,Male,White,65897,High_School
Married,57,Male,American Indian,129712,Above_Bachelor
Married,19,Female,Black,92832,Some_College
Not_Married,100,Female,American Indian,51807,Below_High_School
Married,38,Female,White,95429,Below_High_School
Not_Married,34,Male,Other,75100,Some_College
Married,36,Female,Black,7082,Below_High_School
Married,93,Female,Black,120457,Bachelor
Married,58,Male,American Indian,20767,Bachelor
Married,95,Male,White,56779,Some_College
Not_Married,38,Male,American Indian,91317,Bachelor
Married,67,Male,Asian,93782,Below_High_School
Not_Married,37,Male,American Indian,87059,Below_High_School
Not_Married,20,Female,American Indian,89006,Some_College
Married,31,Female,Black,31119,Above_Bachelor
Not_Married,56,Male,Asian,21280,Some_College
Married,31,Female,White,95942,Above_Bachelor
Married,54,Male,Asian,10817,Bachelor
Married,66,Female,Other,117375,Below_High_School
Married,38,Male,Other,72281,Above_Bachelor
Not_Married,50,Female,Other,47599,Some_College
Married,73,Male,Other,110565,Bachelor
Not_Married,20,Male,White,127097,Bachelor
Not_Married,72,Male,Asian,149704,Above_Bachelor
Not_Married,61,Female,Other,119367,Above_Bachelor
Married,75,Female,American Indian,136771,High_School
Not_Married,64,Male,American Indian,105325,Above_Bachelor
Married,43,Female,Black,85350,Bachelor
Not_Married,36,Female,Other,98668,Some_College
Married,22,Female,Other,107242,Above_Bachelor
Not_Married,44,Female,American Indian,58093,High_School
Married,54,Female,White,24167,Below_High_School
Married,56,Female,Black,29826,Some_College
Not_Married,37,Male,Black,23900,Above_Bachelor
Married,50,Male,Asian,110485,Some_College
Married,24,Female,American Indian,110998,Bachelor
Married,76,Male,Asian,52652,Some_College
Not_Married,60,Male,Asian,105982,Below_High_School
Married,57,Male,American Indian,124805,Some_College
Not_Married,44,Female,Asian,143894,Below_High_School
Married,21,Female,Black,99240,High_School
Not_Married,92,Female,White,125877,Some_College
Married,24,Male,White,20778,Below_High_School
Not_Married,28,Female,Asian,112377,Above_Bachelor
Married,82,Female,American Indian,11691,Some_College
Not_Married,50,Male,Black,58651,Bachelor
Not_Married,37,Male,Asian,133622,Some_College
Not_Married,20,Male,Black,112311,High_School
Not_Married,67,Female,White,53123,High_School
Married,37,Male,Asian,669,Some_College
Not_Married,74,Female,Other,36767,Below_High_School
Not_Married,55,Male,Black,43528,Some_College
Not_Married,46,Female,American Indian,10902,Below_High_School
Married,36,Female,Black,477,Some_College
Married,80,Female,Other,54154,Bachelor
Not_Married,30,Female,Asian,77404,Above_Bachelor
Married,99,Male,American Indian,10054,Above_Bachelor
Not_Married,30,Female,Other,38009,Below_High_School
Married,91,Male,Black,21326,Above_Bachelor
Not_Married,76,Male,Asian,46170,High_School
Married,23,Male,American Indian,100933,Below_High_School
Not_Married,98,Male,Other,84698,Below_High_School
Married,26,Female,Asian,101599,Below_High_School
Married,61,Female,American Indian,92264,Below_High_School
Married,52,Female,American Indian,99714,Bachelor
Not_Married,81,Female,Other,49370,Above_Bachelor
Not_Married,27,Male,Asian,61530,Below_High_School
Not_Married,22,Female,Black,26128,Below_High_School
Married,73,Male,Black,136990,Some_College
Not_Married,89,Male,American Indian,123022,High_School
Not_Married,36,Male,Other,139344,High_School
Not_Married,61,Male,Black,86782,High_School
Not_Married,40,Male,Other,18888,Bachelor
Not_Married,30,Female,Black,62541,Above_Bachelor
Married,68,Male,White,104540,Below_High_School
Married,92,Female,Black,119003,Below_High_School
Not_Married,29,Female,Other,63124,High_School
Not_Married,35,Male,Asian,146956,Bachelor
Married,59,Male,Other,22167,Bachelor
Married,75,Female,American Indian,116319,High_School
Married,45,Female,Asian,82254,Bachelor
Not_Married,82,Male,American Indian,104,Some_College
Married,84,Female,Asian,415,Bachelor
Not_Married,55,Male,Asian,54972,Some_College
Married,99,Female,American Indian,59421,Above_Bachelor
Married,84,Male,Asian,141770,Some_College
Married,37,Male,Other,38425,Bachelor
Married,75,Male,American Indian,119894,High_School
Not_Married,64,Male,White,55140,High_School
Not_Married,45,Male,Asian,34974,Below_High_School
Married,23,Female,American Indian,80869,Bachelor
Not_Married,66,Male,Black,148383,Bachelor
Not_Married,81,Male,Other,41205,Above_Bachelor
Married,91,Female,Asian,106612,Bachelor
Not_Married,42,Female,American Indian,94093,Below_High_School
Married,91,Female,White,86976,Below_High_School
Not_Married,100,Female,Asian,87025,Above_Bachelor
Married,80,Male,Other,102144,Above_Bachelor
Not_Married,53,Male,White,118077,Above_Bachelor
Not_Married,81,Female,Black,112701,Bachelor
Married,26,Female,Asian,85280,Bachelor
Not_Married,75,Male,Other,72493,Above_Bachelor
Not_Married,83,Female,White,72893,High_School
Married,48,Male,American Indian,2512,High_School
Not_Married,93,Female,Other,65938,Some_College
Married,97,Male,Other,21110,Some_College
Married,41,Male,White,65972,Below_High_School
Married,27,Female,American Indian,122731,Below_High_School
Not_Married,41,Male,Asian,42112,Above_Bachelor
Married,19,Female,Other,98345,Below_High_School
Not_Married,38,Female,Asian,101945,Bachelor
Married,21,Female,Asian,132177,Above_Bachelor
Not_Married,97,Male,American Indian,106326,Above_Bachelor
Not_Married,52,Female,Asian,136381,Above_Bachelor
Married,24,Male,American Indian,83658,Some_College
Not_Married,76,Female,Other,138332,Bachelor
Not_Married,37,Female,White,36056,Below_High_School
Not_Married,72,Male,Black,89981,Below_High_School
Not_Married,33,Male,American Indian,54360,Above_Bachelor
Not_Married,52,Female,American Indian,90581,Some_College
Not_Married,82,Female,Black,146668,Bachelor
Not_Married,87,Male,White,103373,Bachelor
Not_Married,92,Male,Other,12834,Some_College
Not_Married,43,Female,Asian,128386,Some_College
Not_Married,50,Female,Other,118342,High_School
Married,71,Female,Asian,85132,Some_College
Married,37,Male,Black,35980,Some_College
Not_Married,85,Female,American Indian,64506,High_School
Married,56,Male,White,46025,Below_High_School
Married,74,Male,Asian,40726,Above_Bachelor
Not_Married,65,Male,Black,30398,Bachelor
Married,55,Male,Asian,76413,Above_Bachelor
Married,40,Female,Asian,63631,Above_Bachelor
Not_Married,36,Male,White,55443,Above_Bachelor
Not_Married,97,Female,White,78466,Above_Bachelor
Married,39,Female,Asian,101522,Above_Bachelor
Married,91,Male,Other,39569,High_School
Not_Married,32,Male,Other,110788,Below_High_School
Married,27,Male,Other,35317,Some_College
Not_Married,39,Female,White,110842,Bachelor
Not_Married,69,Female,White,59747,Some_College
Married,19,Female,Other,112425,Above_Bachelor
Not_Married,29,Female,Other,28650,High_School
Not_Married,31,Female,Asian,21969,Above_Bachelor
Married,94,Female,American Indian,2765,Above_Bachelor
Not_Married,62,Female,Other,97059,Above_Bachelor
Not_Married,100,Female,Black,143388,High_School
Not_Married,66,Male,Black,15341,Below_High_School
Married,56,Male,White,146977,Above_Bachelor
Married,30,Male,White,13304,Bachelor
Not_Married,43,Female,Other,47001,Bachelor
Not_Married,30,Female,White,103027,Bachelor
Not_Married,84,Male,White,6766,Above_Bachelor
Not_Married,64,Female,American Indian,22694,High_School
Married,56,Female,American Indian,82526,Bachelor
Not_Married,51,Female,White,18270,Some_College
Not_Married,39,Female,American Indian,3518,Below_High_School
Married,83,Female,Other,53527,Bachelor
Married,65,Male,American Indian,137423,Above_Bachelor
Married,52,Male,American Indian,130024,High_School
Not_Married,52,Female,American Indian,129908,High_School
Married,64,Female,Asian,139089,High_School
Married,44,Male,Other,93704,Below_High_School
Not_Married,33,Female,White,60336,Below_High_School
Married,38,Male,Asian,142484,Above_Bachelor
Married,56,Male,American Indian,100441,Above_Bachelor
Married,98,Male,White,42515,Below_High_School
Not_Married,76,Female,Other,109055,Below_High_School
Married,94,Female,American Indian,101584,Bachelor
Not_Married,97,Female,American Indian,102458,Some_College
Married,19,Female,American Indian,10685,Below_High_School
Married,71,Female,American Indian,115906,High_School
Not_Married,90,Female,American Indian,49925,Above_Bachelor
Married,90,Male,Asian,144029,Below_High_School
Not_Married,84,Male,White,29918,Some_College
Not_Married,71,Female,Black,42325,Bachelor
Married,95,Male,White,56715,Below_High_School
Married,83,Male,Other,13143,Above_Bachelor
Married,58,Female,Asian,44112,Above_Bachelor
Not_Married,95,Female,Asian,122644,Below_High_School
Married,30,Male,Other,28835,Above_Bachelor
Not_Married,23,Male,Black,85851,Some_College
Not_Married,71,Female,White,62537,High_School
Married,55,Male,American Indian,98063,Bachelor
Married,26,Male,Asian,135134,Bachelor
Not_Married,55,Female,American Indian,124257,Above_Bachelor
Not_Married,45,Male,Other,58200,Bachelor
Married,38,Male,White,52245,High_School
Married,61,Male,Black,18701,Bachelor
Married,95,Female,Other,10438,Below_High_School
Not_Married,27,Female,Other,39000,Above_Bachelor
Married,47,Female,Black,14413,High_School
Married,54,Male,Black,139208,Some_College
Married,70,Male,Asian,111669,Bachelor
Married,74,Female,Other,105098,High_School
Not_Married,25,Male,Other,100152,Bachelor
Married,82,Female,Asian,140405,Some_College
Married,40,Male,Other,120956,Some_College
Married,35,Female,Other,20298,Above_Bachelor
Not_Married,90,Male,Black,91905,Bachelor
Not_Married,70,Female,Other,89440,Some_College
Not_Married,85,Female,Other,131253,Above_Bachelor
Married,99,Male,Other,58254,Some_College
Not_Married,73,Female,American Indian,104627,Above_Bachelor
Not_Married,60,Female,Other,53498,High_School
Married,76,Female,Asian,66306,Below_High_School
Not_Married,73,Male,American Indian,2832,Bachelor
Married,48,Male,White,130883,High_School
Married,89,Male,Other,146452,Bachelor
Married,43,Male,Other,68771,High_School
Married,26,Male,American Indian,26846,High_School
Married,100,Female,Asian,75933,Bachelor
Married,19,Female,White,11264,Above_Bachelor
Not_Married,77,Female,American Indian,27255,High_School
Married,38,Male,White,74108,Bachelor
Married,56,Female,American Indian,39590,High_School
Married,61,Male,White,50035,Above_Bachelor
Married,99,Male,Other,87265,Bachelor
Not_Married,57,Male,Asian,123710,Above_Bachelor
Married,39,Female,Other,25341,High_School
Married,56,Female,Other,135617,High_School
Married,21,Female,Black,112292,High_School
Married,51,Female,American Indian,52851,Above_Bachelor
Not_Married,93,Male,Black,87864,Above_Bachelor
Married,28,Male,Other,115624,Above_Bachelor
Not_Married,94,Female,American Indian,48649,Above_Bachelor
Married,69,Female,White,135461,Some_College
Not_Married,100,Female,Other,103458,High_School
